State,Capital_city,Confirmed,Recovered,Deaths
Canada,Yaound,0,0,1
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Yaound,1053,1020,6
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Yaound,1839,1656,34
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,1172697,1066739,23870
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,13,13,0
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,37069,34366,964
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,1938,1721,67
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,39392,36458,471
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,178777,157272,2059
State,Capital_city,Confirmed,Recovered,Deaths
Canada,Ottawa,123758,113139,1554
State,Capital_city,Confirmed,Recovered,Deaths
Central African Republic,Bangui,6224,5112,85
State,Capital_city,Confirmed,Recovered,Deaths
Chad,N'Djam,4747,4382,169
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,47649,45198,944
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,17208,15945,195
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,32492,30875,364
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,24994,23608,447
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,81259,75002,2197
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,19471,18300,388
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,111596,105429,1824
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,24577,23539,366
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,481171,450381,13823
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,55,48,0
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,32702,31066,595
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,67211,62004,1143
State,Capital_city,Confirmed,Recovered,Deaths
Chile,N'Djam,45975,42932,1008
State,Capital_city,Confirmed,Recovered,Deaths
Chile,Santiago de Chile,1155902,1084831,25641
State,Capital_city,Confirmed,Recovered,Deaths
Chile,Santiago de Chile,67353,62852,828
State,Capital_city,Confirmed,Recovered,Deaths
Chile,Santiago de Chile,4085,3866,30
State,Capital_city,Confirmed,Recovered,Deaths
Chile,Santiago de Chile,30883,29168,600
State,Capital_city,Confirmed,Recovered,Deaths
Chile,Santiago de Chile,67221,64618,889
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,49,49,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,249,242,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,270,265,2
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,147,145,2
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1044,1036,4
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,573,570,3
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,75,75,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,588,568,3
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,876,862,7
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,0,5,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,586,561,1
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1610,1597,13
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,717,708,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1331,1320,1
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,408,406,2
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1,1,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1057,1038,9
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,193,190,2
State,Capital_city,Confirmed,Recovered,Deaths
China,Santiago de Chile,1312,1285,22
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,102351,97008,4845
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,187,165,6
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,18,18,0
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,338,278,2
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,594,585,6
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,379,376,1
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,968,948,3
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,994,988,6
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,2328,2275,8
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,937,936,1
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,383,372,3
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,1317,1310,7
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,11727,11325,209
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,68157,63640,4512
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,1958,1892,7
State,Capital_city,Confirmed,Recovered,Deaths
China,Peking,980,977,3
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,2740544,2555619,70446
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,51625,48806,1210
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,17359,16528,655
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,49970,47018,1366
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,8997,8380,336
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,3294,3112,50
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,68477,65316,2194
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,76785,73685,1499
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,121396,114761,3236
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,55658,51304,2081
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,100313,94150,3601
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,218229,199951,6185
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,49866,45634,2170
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,1411,1371,22
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,38205,36162,1135
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,7581,7064,213
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,52568,49506,1747
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,229982,216757,7041
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,450099,416668,8938
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,6275,5858,183
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,45602,43961,1042
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,6099,5800,235
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,29754,28155,801
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,52826,50342,1842
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,26279,24334,831
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,0,0,0
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,58249,54128,1142
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,2325,2272,40
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,54103,50247,2818
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,1216,1195,13
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,1529,1500,23
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,758895,701961,15199
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,14360,13471,327
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,54904,51731,1325
State,Capital_city,Confirmed,Recovered,Deaths
Colombia,Santaf,26313,24491,946
State,Capital_city,Confirmed,Recovered,Deaths
Comoros,Moroni,3826,3645,146
State,Capital_city,Confirmed,Recovered,Deaths
Congo (Brazzaville),Moroni,10084,8208,139
State,Capital_city,Confirmed,Recovered,Deaths
Congo (Kinshasa),Moroni,29405,26135,752
State,Capital_city,Confirmed,Recovered,Deaths
Costa Rica,San Jos,236930,199982,3136
State,Capital_city,Confirmed,Recovered,Deaths
Cote d'Ivoire,Yamoussoukro,45765,45311,279
State,Capital_city,Confirmed,Recovered,Deaths
Croatia,Zagreb,318837,295885,6784
State,Capital_city,Confirmed,Recovered,Deaths
Cuba,La Habana,99208,92960,569
State,Capital_city,Confirmed,Recovered,Deaths
Cyprus,Nicosia,60681,39061,297
State,Capital_city,Confirmed,Recovered,Deaths
Czechia,Praha,1615461,1522461,28863
State,Capital_city,Confirmed,Recovered,Deaths
Denmark,Copenhagen,247157,235032,2473
State,Capital_city,Confirmed,Recovered,Deaths
Denmark,Copenhagen,663,660,1
State,Capital_city,Confirmed,Recovered,Deaths
Denmark,Copenhagen,31,31,0
State,Capital_city,Confirmed,Recovered,Deaths
Diamond Princess,Copenhagen,712,699,13
State,Capital_city,Confirmed,Recovered,Deaths
Djibouti,Djibouti,10738,10207,132
State,Capital_city,Confirmed,Recovered,Deaths
Dominica,Roseau,173,171,0
State,Capital_city,Confirmed,Recovered,Deaths
Dominican Republic,Santo Domingo de Guzm,263470,220678,3448
State,Capital_city,Confirmed,Recovered,Deaths
Ecuador,Quito,371306,309541,18062
State,Capital_city,Confirmed,Recovered,Deaths
Egypt,Cairo,220658,166024,12959
State,Capital_city,Confirmed,Recovered,Deaths
El Salvador,San Salvador,68318,64340,2093
State,Capital_city,Confirmed,Recovered,Deaths
Equatorial Guinea,Malabo,7559,7097,107
State,Capital_city,Confirmed,Recovered,Deaths
Eritrea,Asmara,3605,3410,10
State,Capital_city,Confirmed,Recovered,Deaths
Estonia,Tallinn,119610,106255,1126
State,Capital_city,Confirmed,Recovered,Deaths
Eswatini,Tallinn,18434,17730,671
State,Capital_city,Confirmed,Recovered,Deaths
Ethiopia,Addis Abeba,249292,188080,3511
State,Capital_city,Confirmed,Recovered,Deaths
Fiji,Suva,86,65,2
State,Capital_city,Confirmed,Recovered,Deaths
Finland,Helsinki [Helsingfors],85344,46000,903
State,Capital_city,Confirmed,Recovered,Deaths
France,Helsinki [Helsingfors],440,44,5
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,5502014,336234,102655
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,18545,9995,96
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,19849,2964,169
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,19343,17653,141
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,958,462,1
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,25,24,0
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,18725,4842,141
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,12927,2242,194
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,9758,98,66
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,124,58,0
State,Capital_city,Confirmed,Recovered,Deaths
France,Paris,1720,1399,12
State,Capital_city,Confirmed,Recovered,Deaths
Gabon,Libreville,22433,19074,138
State,Capital_city,Confirmed,Recovered,Deaths
Gambia,Banjul,5820,5272,173
State,Capital_city,Confirmed,Recovered,Deaths
Georgia,Tbilisi,301535,284286,3992
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Tbilisi,99514,88280,3498
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Tbilisi,574876,509700,13957
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Tbilisi,87040,76510,3034
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Tbilisi,111876,98140,3736
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Tbilisi,709522,624000,15201
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,3276871,2891590,81492
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,424960,373900,9201
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,163676,150100,3180
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,24380,21800,445
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,69925,60790,1456
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,38254,33190,962
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,229651,206700,5209
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,35985,32590,962
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,253699,224900,8909
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,57021,50790,1496
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,253605,222200,6733
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,135024,118000,3513
State,Capital_city,Confirmed,Recovered,Deaths
Germany,Berlin,7863,0,0
State,Capital_city,Confirmed,Recovered,Deaths
Ghana,Accra,91928,89729,777
State,Capital_city,Confirmed,Recovered,Deaths
Greece,Athenai,329134,93764,9864
State,Capital_city,Confirmed,Recovered,Deaths
Grenada,Saint George's,159,155,1
State,Capital_city,Confirmed,Recovered,Deaths
Guatemala,Ciudad de Guatemala,219789,194964,7374
State,Capital_city,Confirmed,Recovered,Deaths
Guinea,Conakry,21803,19107,139
State,Capital_city,Confirmed,Recovered,Deaths
Guinea-Bissau,Bissau,3722,3222,66
State,Capital_city,Confirmed,Recovered,Deaths
Guyana,Georgetown,12448,10619,277
State,Capital_city,Confirmed,Recovered,Deaths
Haiti,Port-au-Prince,12944,11945,251
State,Capital_city,Confirmed,Recovered,Deaths
Holy See,Citt,27,15,0
State,Capital_city,Confirmed,Recovered,Deaths
Honduras,Tegucigalpa,205696,77531,5095
State,Capital_city,Confirmed,Recovered,Deaths
Hungary,Budapest,764394,474147,26208
State,Capital_city,Confirmed,Recovered,Deaths
Iceland,Reykjav,6390,6227,29
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,84065,70539,1280
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,12889,12338,94
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,51372,44314,728
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,1274959,1046554,14075
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,5569,5358,65
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,378442,300012,2010
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,980679,875109,13541
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,37232,32180,430
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,15631,14236,157
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,402843,335143,3643
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,5283,4627,12
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,34429,33390,394
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,0,0,0
State,Capital_city,Confirmed,Recovered,Deaths
India,Reykjav,713780,628218,10825
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,16610481,13867997,189544
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,1009228,927418,7579
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,233453,218339,1172
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,17430,16921,56
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,4161676,3404792,63252
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,467640,361493,6019
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,156344,137240,2111
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,13089,10920,135
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,394694,356003,1973
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,483273,362526,3453
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,1051487,943044,13395
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,622965,492593,6893
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,190692,145499,1778
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,1805,884,1
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,472785,380208,4937
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,30151,29180,381
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,326447,274240,8264
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,7037,6207,137
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,387106,326997,1961
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,6142,4353,4
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,73644,61628,976
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,1350501,1166135,5055
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,1013370,728980,10737
State,Capital_city,Confirmed,Recovered,Deaths
India,New Delhi,142349,110379,2021
State,Capital_city,Confirmed,Recovered,Deaths
Indonesia,Jakarta,1632248,1487369,44346
State,Capital_city,Confirmed,Recovered,Deaths
Iran,Tehran,2358809,1850791,68746
State,Capital_city,Confirmed,Recovered,Deaths
Iraq,Baghdad,1018321,891007,15174
State,Capital_city,Confirmed,Recovered,Deaths
Ireland,Dublin,245743,23364,4867
State,Capital_city,Confirmed,Recovered,Deaths
Israel,Jerusalem,837892,829696,6346
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Jerusalem,362801,295521,12731
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Jerusalem,70730,68900,1158
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Jerusalem,339052,309503,11104
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Jerusalem,52911,33776,1343
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Jerusalem,10598,9311,446
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,3935703,3351461,118699
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,22968,16357,513
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,57078,41530,975
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,97650,87265,4119
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,226723,171894,5632
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,201420,170871,5265
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,70203,58607,2360
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,43468,40896,1333
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,220973,191474,5992
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,53705,49246,1336
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,13028,11941,467
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,104049,91773,3645
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,316047,261777,7468
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,791137,702119,32569
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,95834,86052,2896
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,406066,371556,11203
State,Capital_city,Confirmed,Recovered,Deaths
Italy,Roma,379262,281092,6144
State,Capital_city,Confirmed,Recovered,Deaths
Jamaica,Kingston,44642,20275,752
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,353,262,2
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,1418,1168,31
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,22993,20894,826
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,2110,1716,17
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,6269,5845,120
State,Capital_city,Confirmed,Recovered,Deaths
Japan,Kingston,5181,4890,71
